id,district,sub_district,village_code,village_name,coverage_type,lgd_code,gram_panchayat_ulb,latitude,longitude,elevation_m,slope_deg,distance_to_stream_m,catchment_sqkm,rainfall_1h_mm,rainfall_24h_mm,soil_moisture_pct,water_level_m,water_level_rate_mh,risk_score,risk_level,alert_status
TN-SLM-633995-455,Salem,Salem West,633995,Nallampatti,FULL,227903,Mooduthurai(Gram Panchayat)-Veerapandy(Panchayat Samiti)-Salem(Zila Panchayat),11.7,78.04135,203,7.3,496.1,19.3,0.2,28.5,31.8,0.91,-0.0,10,LOW,NORMAL
TN-SLM-633994-456,Salem,Salem West,633994,Nayakkanpatti,FULL,227903,Mooduthurai(Gram Panchayat)-Veerapandy(Panchayat Samiti)-Salem(Zila Panchayat),11.7,78.04135,203,7.3,496.1,19.3,0.2,28.5,31.8,0.91,-0.0,10,LOW,NORMAL
TN-SLM-634000-457,Salem,Salem West,634000,Perumampatti,FULL,227908,Perumampatty(Gram Panchayat)-Veerapandy(Panchayat Samiti)-Salem(Zila Panchayat),11.69508,78.1081,269,9.0,385.4,38.4,20.4,81.0,72.0,1.31,0.06,41,ELEVATED,MONITORING
TN-SLM-932074-458,Salem,Salem West,932074,Pethampatty,PART,227904,Murungapatty(Gram Panchayat)-Veerapandy(Panchayat Samiti)-Salem(Zila Panchayat),11.71055,78.08975,203,4.9,503.7,45.1,3.7,17.4,28.0,0.97,0.0,14,LOW,NORMAL
TN-SLM-633987-459,Salem,Salem West,633987,Pumandapatti,FULL,227903,Mooduthurai(Gram Panchayat)-Veerapandy(Panchayat Samiti)-Salem(Zila Panchayat),11.65865,78.04939,304,4.4,567.2,19.1,25.8,122.7,74.4,1.46,0.1,42,ELEVATED,MONITORING
TN-SLM-634064-460,Salem,Salem West,634064,Puthur Agraharam (Ct),FULL,227910,Puthur Agraharam(Gram Panchayat)-Veerapandy(Panchayat Samiti)-Salem(Zila Panchayat),11.6608,78.07572,350,6.6,272.0,7.6,10.5,33.8,38.7,0.65,-0.01,11,LOW,NORMAL
TN-SLM-633959-461,Salem,Salem West,633959,Sarkar Gollappatti,FULL,227794,Sarkargollapatti(Gram Panchayat)-Salem(Panchayat Samiti)-Salem(Zila Panchayat),11.71971,78.04473,255,4.1,168.7,47.1,11.9,26.6,48.0,0.84,-0.01,21,MODERATE,NORMAL
TN-SLM-634060-462,Salem,Salem West,634060,Selathampatti (Ct),FULL,227795,Selathampatti(Gram Panchayat)-Salem(Panchayat Samiti)-Salem(Zila Panchayat),11.65189,78.10474,272,5.3,283.6,41.0,29.7,120.2,72.2,1.5,0.08,46,ELEVATED,MONITORING
TN-SLM-633991-463,Salem,Salem West,633991,Sittanur Gollapatti,FULL,227894,Arigoundampatty(Gram Panchayat)-Veerapandy(Panchayat Samiti)-Salem(Zila Panchayat),11.67455,78.1166,262,5.5,235.0,45.3,8.7,31.5,33.2,0.86,0.02,17,LOW,NORMAL
TN-SLM-634001-464,Salem,Salem West,634001,Thunbathulipatti,FULL,227908,Perumampatty(Gram Panchayat)-Veerapandy(Panchayat Samiti)-Salem(Zila Panchayat),11.67003,78.06723,348,9.9,636.7,18.5,29.3,108.9,69.5,1.99,0.08,46,ELEVATED,MONITORING
TN-SLM-634059-465,Salem,Salem West,634059,Tirumalaigiri (Ct),FULL,227796,Thirumalaigiri(Gram Panchayat)-Salem(Panchayat Samiti)-Salem(Zila Panchayat),11.6608,78.07572,350,6.6,272.0,7.6,10.5,33.8,38.7,0.65,-0.01,11,LOW,NORMAL
TN-SLM-633985-466,Salem,Salem West,633985,Vattamuthampatti,FULL,227797,Vattamuthampatti(Gram Panchayat)-Salem(Panchayat Samiti)-Salem(Zila Panchayat),11.71181,78.11796,367,9.3,210.4,10.4,23.2,108.0,65.9,1.78,0.09,39,MODERATE,NORMAL
TN-SLM-633996-467,Salem,Salem West,633996,Vedakuttampatti,FULL,227789,Inamvedugathampatti(Gram Panchayat)-Salem(Panchayat Samiti)-Salem(Zila Panchayat),11.64044,78.10814,226,5.1,274.6,20.1,6.9,22.7,29.8,0.81,0.0,12,LOW,NORMAL
TN-SLM-633917-468,Salem,Sankari,633917,Agraharam Talaiyur,FULL,227658,Agr.Thalaiyur(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.49524,77.88204,213,6.0,449.1,15.4,0.8,28.3,47.4,0.72,-0.0,11,LOW,NORMAL
TN-SLM-633941-469,Salem,Sankari,633941,Aiveli,FULL,227803,Iveli(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.47514,77.84293,201,4.1,508.6,41.6,10.8,33.8,40.0,1.05,-0.0,17,LOW,NORMAL
TN-SLM-633943-470,Salem,Sankari,633943,Alathur,FULL,227798,Alathur(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.50147,77.85121,224,6.0,639.5,38.7,20.1,78.0,61.8,1.28,0.05,35,MODERATE,NORMAL
TN-SLM-633950-471,Salem,Sankari,633950,Annadanapatti,FULL,227799,Annathanapatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.44447,77.85123,315,5.4,436.9,41.9,11.6,31.0,32.7,0.93,-0.0,18,LOW,NORMAL
TN-SLM-931945-472,Salem,Sankari,931945,Arasiramani Bit1,FULL,252471,Arasiramani(Town Panchayat),11.47364,77.87769,299,10.2,635.1,12.6,8.1,26.0,46.6,0.8,0.0,16,LOW,NORMAL
TN-SLM-931929-473,Salem,Sankari,931929,Arasiramani Bit2,FULL,252471,Arasiramani(Town Panchayat),11.50982,77.87411,247,3.5,549.1,45.8,17.5,91.4,57.4,1.29,0.06,32,MODERATE,NORMAL
TN-SLM-633940-474,Salem,Sankari,633940,Avarangampalayam,FULL,227809,Kottavaradhampatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.46916,77.83341,265,8.1,601.4,26.4,4.2,33.6,46.6,1.08,0.03,17,LOW,NORMAL
TN-SLM-633942-475,Salem,Sankari,633942,Chinnakavundanur,PART,227800,Chinnagoundanur(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.483,77.89117,263,4.2,581.6,31.6,24.2,92.2,58.2,1.68,0.04,35,MODERATE,NORMAL
TN-SLM-633942-476,Salem,Sankari,633942,Chinnakavundanur,PART,227812,Mothaiyanur(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.48934,77.8838,345,7.2,315.0,5.4,9.0,44.1,49.6,1.01,-0.01,17,LOW,NORMAL
TN-SLM-633924-477,Salem,Sankari,633924,Devanakavandanur,FULL,227801,Devannagoundanur(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.45708,77.87844,228,10.0,269.1,11.6,4.6,17.0,36.7,0.9,0.03,12,LOW,NORMAL
TN-SLM-633914-478,Salem,Sankari,633914,Egapuram,FULL,227659,Egapuram(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.45241,77.8376,202,3.6,211.7,20.8,26.3,92.7,59.8,1.36,0.11,35,MODERATE,NORMAL
TN-SLM-633957-479,Salem,Sankari,633957,Eranapuram (Ct),FULL,227665,Mac.Donald Choultry(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.50516,77.87006,254,9.2,636.5,42.3,8.4,25.4,30.2,0.41,-0.0,15,LOW,NORMAL
TN-SLM-633931-480,Salem,Sankari,633931,Gedikaval,FULL,227668,Vaikundam(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.51259,77.85308,271,9.5,584.5,10.2,0.0,28.6,28.8,0.99,0.02,10,LOW,NORMAL
TN-SLM-633921-481,Salem,Sankari,633921,Gudalur,FULL,227660,Gudalur(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.49523,77.8811,290,5.9,631.5,20.3,0.4,11.3,32.5,0.48,0.03,8,LOW,NORMAL
TN-SLM-931947-482,Salem,Sankari,931947,Idanganasalai Bit1,FULL,252470,Edanganasalai(Municipality),11.4888,77.83498,288,9.2,127.7,41.8,27.1,101.4,69.6,1.61,0.07,45,ELEVATED,MONITORING
TN-SLM-931951-483,Salem,Sankari,931951,Idanganasalai Bit2,FULL,252470,Edanganasalai(Municipality),11.45499,77.86745,253,9.2,335.7,16.9,8.0,45.7,51.5,1.01,0.01,20,LOW,NORMAL
TN-SLM-633933-484,Salem,Sankari,633933,Irugalur,FULL,227802,Irugalur(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.483,77.89117,263,4.2,581.6,31.6,24.2,92.2,58.2,1.68,0.04,35,MODERATE,NORMAL
TN-SLM-633953-485,Salem,Sankari,633953,Irugalur Pudupalayam,FULL,226060,Irukalur Pudupalayam(Gram Panchayat)-Mallasamudram(Panchayat Samiti)-Namakkal(Zila Panchayat),11.47909,77.88628,294,9.6,377.4,29.0,8.4,21.7,50.2,0.86,0.02,21,MODERATE,NORMAL
TN-SLM-633918-486,Salem,Sankari,633918,Kalikavundanpalayam,FULL,227661,Kaligoundampalayam(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.48806,77.89268,255,5.8,185.1,33.9,3.4,23.0,45.4,0.92,-0.01,15,LOW,NORMAL
TN-SLM-633919-487,Salem,Sankari,633919,Kanagagiri,FULL,227662,Kanagagiri(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.4635,77.8964,250,9.3,494.1,23.3,20.5,108.9,71.8,1.79,0.05,41,ELEVATED,MONITORING
TN-SLM-633920-488,Salem,Sankari,633920,Kandarakulamanickam,FULL,227663,Kandarkulamanickam(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.50491,77.88915,278,5.3,528.9,28.9,5.9,36.7,42.4,0.96,-0.0,14,LOW,NORMAL
TN-SLM-633916-489,Salem,Sankari,633916,Kannanderi,FULL,227664,Kannanderi(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.44335,77.89142,218,3.5,60.5,15.6,9.6,38.6,37.1,0.69,-0.01,11,LOW,NORMAL
TN-SLM-931802-490,Salem,Sankari,931802,Kasturippatti,FULL,252473,Sankari(Municipality),11.48248,77.88393,293,8.6,534.9,33.8,9.7,33.2,30.8,1.06,0.03,18,LOW,NORMAL
TN-SLM-633946-491,Salem,Sankari,633946,Katteri,FULL,227804,Katheri(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.48683,77.85509,315,10.0,61.4,31.9,0.5,33.4,31.9,0.78,-0.01,11,LOW,NORMAL
TN-SLM-633925-492,Salem,Sankari,633925,Kaveripatti,FULL,227805,Kaveripatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.483,77.89117,263,4.2,581.6,31.6,24.2,92.2,58.2,1.68,0.04,35,MODERATE,NORMAL
TN-SLM-633928-493,Salem,Sankari,633928,Kaveripatti Agraharam,FULL,227806,Kaveripatti Agraharam(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.44447,77.85123,315,5.4,436.9,41.9,11.6,31.0,32.7,0.93,-0.0,18,LOW,NORMAL
TN-SLM-633927-494,Salem,Sankari,633927,Koneripatti,FULL,227808,Koneripatti Agraharam(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.44447,77.85123,315,5.4,436.9,41.9,11.6,31.0,32.7,0.93,-0.0,18,LOW,NORMAL
TN-SLM-633926-495,Salem,Sankari,633926,Koneripatti Ag.,FULL,227807,Koneripatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.44447,77.85123,315,5.4,436.9,41.9,11.6,31.0,32.7,0.93,-0.0,18,LOW,NORMAL
TN-SLM-633938-496,Salem,Sankari,633938,Kottavarudampatti,FULL,227809,Kottavaradhampatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.51422,77.83577,255,3.5,162.5,12.4,5.8,29.5,51.9,0.99,0.02,17,LOW,NORMAL
TN-SLM-633929-497,Salem,Sankari,633929,Manjakalpatti,FULL,227801,Devannagoundanur(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.51373,77.84192,327,5.5,529.6,30.5,3.3,29.3,32.1,0.75,0.01,11,LOW,NORMAL
TN-SLM-633949-498,Salem,Sankari,633949,Morur Bit 1,PART,227810,Morur East(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.4427,77.88773,269,4.5,139.2,10.8,18.9,89.8,56.2,1.86,0.04,30,MODERATE,NORMAL
TN-SLM-633949-499,Salem,Sankari,633949,Morur Bit 1,PART,227811,Morur West(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.47757,77.87676,178,9.6,477.6,25.5,26.1,105.9,66.7,1.67,0.1,43,ELEVATED,MONITORING
TN-SLM-931954-500,Salem,Sankari,931954,Morur Bit2,FULL,227810,Morur East(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.48895,77.86307,311,3.5,524.9,37.1,3.3,27.8,31.6,0.47,-0.0,10,LOW,NORMAL
TN-SLM-633956-501,Salem,Sankari,633956,Naduvaneri (Ct),FULL,227666,Naduvaneri(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.49508,77.8981,239,8.5,385.4,38.4,20.4,81.0,72.0,1.31,0.06,41,ELEVATED,MONITORING
TN-SLM-633923-502,Salem,Sankari,633923,Olakkachinnanur,FULL,227813,Olakkachinnaanur(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.47921,77.90902,176,3.5,289.7,39.1,10.8,23.3,30.5,0.43,0.02,14,LOW,NORMAL
TN-SLM-633936-503,Salem,Sankari,633936,Puchampatti,FULL,227817,Sungudivaradhampatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.51612,77.90717,251,4.0,334.7,10.4,8.2,30.3,38.7,0.62,-0.0,10,LOW,NORMAL
TN-SLM-633915-504,Salem,Sankari,633915,Pudur,FULL,227657,A.Pudur(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.47419,77.88886,285,4.9,117.9,12.0,20.5,95.8,65.5,1.63,0.05,34,MODERATE,NORMAL
TN-SLM-633944-505,Salem,Sankari,633944,Pullakkavundampatti,FULL,227814,Pullagoundampatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.47674,77.87285,193,5.8,273.3,47.4,3.0,34.0,50.8,1.02,-0.0,19,LOW,NORMAL
TN-SLM-633945-506,Salem,Sankari,633945,Pullakkavundampatti Agraharam,FULL,227815,Pullagoundampatti Agraharam.(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.51181,77.90796,337,8.8,210.4,10.4,23.2,108.0,65.9,1.78,0.09,39,MODERATE,NORMAL
TN-SLM-933009-507,Salem,Sankari,933009,Sankari,FULL,252473,Sankari(Municipality),11.45944,77.84224,228,7.0,166.8,35.3,24.1,89.6,75.1,1.45,0.08,44,ELEVATED,MONITORING
TN-SLM-633948-508,Salem,Sankari,633948,Sanniyasipatti Ag.,FULL,227816,Sanyasipatti Agraharam(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.46345,77.87848,222,10.4,141.1,27.6,4.3,24.2,32.9,0.94,0.02,14,LOW,NORMAL
TN-SLM-633932-509,Salem,Sankari,633932,Sellappampatti,FULL,227802,Irugalur(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.47466,77.88004,251,3.5,131.4,22.1,4.6,34.2,39.2,0.95,0.02,11,LOW,NORMAL
TN-SLM-633937-510,Salem,Sankari,633937,Sungidivarathampatti,FULL,227809,Kottavaradhampatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.4427,77.88773,269,4.5,139.2,10.8,18.9,89.8,56.2,1.86,0.04,30,MODERATE,NORMAL
TN-SLM-633935-511,Salem,Sankari,633935,Sungudivaradampatti,FULL,227817,Sungudivaradhampatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.45865,77.83939,274,3.9,567.2,19.1,25.8,122.7,74.4,1.46,0.1,42,ELEVATED,MONITORING
TN-SLM-633954-512,Salem,Sankari,633954,Suriyamalai R.F.,FULL,227801,Devannagoundanur(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.5074,77.85892,332,6.2,230.8,34.9,26.2,93.3,75.3,1.98,0.05,47,ELEVATED,MONITORING
TN-SLM-633955-513,Salem,Sankari,633955,Thappakuttai (Ct),FULL,227667,Thappakuttai(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.48644,77.89016,185,8.0,593.9,17.4,7.8,26.5,29.8,0.93,0.0,13,LOW,NORMAL
TN-SLM-933012-514,Salem,Sankari,933012,Thevur,FULL,252472,Thevur(Town Panchayat),11.4443,77.83439,339,9.7,273.7,6.2,21.8,108.5,64.5,1.83,0.04,36,MODERATE,NORMAL
TN-SLM-633934-515,Salem,Sankari,633934,Uthupalayam,FULL,227817,Sungudivaradhampatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.47674,77.87285,193,5.8,273.3,47.4,3.0,34.0,50.8,1.02,-0.0,19,LOW,NORMAL
TN-SLM-633951-516,Salem,Sankari,633951,Vadugapatti,FULL,227818,Vadugappatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.46491,77.90815,241,3.9,640.2,18.2,4.1,21.6,34.5,0.76,0.01,10,LOW,NORMAL
TN-SLM-633922-517,Salem,Sankari,633922,Vaikuntam,FULL,227668,Vaikundam(Gram Panchayat)-Mac. Choultry(Panchayat Samiti)-Salem(Zila Panchayat),11.51612,77.90717,251,4.0,334.7,10.4,8.2,30.3,38.7,0.62,-0.0,10,LOW,NORMAL
TN-SLM-633939-518,Salem,Sankari,633939,Valayasettipalayam,FULL,227809,Kottavaradhampatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.49508,77.8981,239,8.5,385.4,38.4,20.4,81.0,72.0,1.31,0.06,41,ELEVATED,MONITORING
TN-SLM-931955-519,Salem,Sankari,931955,Veerachipalayam Agraharam,PART,227819,Veerachipalayam(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.45795,77.88884,326,6.0,511.7,18.5,9.6,32.2,49.3,0.59,0.01,17,LOW,NORMAL
TN-SLM-633952-520,Salem,Sankari,633952,Veppampatti,FULL,227818,Vadugappatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.48065,77.9038,297,6.0,160.8,42.0,9.1,29.7,39.7,0.68,0.03,16,LOW,NORMAL
TN-SLM-633930-521,Salem,Sankari,633930,Vettukkadupatti,FULL,227809,Kottavaradhampatti(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.51181,77.90796,337,8.8,210.4,10.4,23.2,108.0,65.9,1.78,0.09,39,MODERATE,NORMAL
TN-SLM-633947-522,Salem,Sankari,633947,Virachchipalayam,FULL,227819,Veerachipalayam(Gram Panchayat)-Sankari(Panchayat Samiti)-Salem(Zila Panchayat),11.45158,77.85835,172,7.9,353.8,14.1,7.4,35.9,30.7,0.75,-0.01,12,LOW,NORMAL
TN-SLM-634299-523,Salem,Thalaivasal,634299,Aragalur,FULL,227820,Aragalur(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.56435,78.78761,143,6.7,169.4,29.6,1.3,18.5,39.6,0.72,-0.0,10,LOW,NORMAL
TN-SLM-634301-524,Salem,Thalaivasal,634301,Arathi Agraharam,FULL,227821,Arathi Agraharam(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.61808,78.75504,277,7.0,99.2,28.4,6.1,25.7,32.9,0.79,0.0,13,LOW,NORMAL
TN-SLM-931803-525,Salem,Thalaivasal,931803,Chokkanur Agraharam,N/A,N/A,N/A,11.54601,78.7366,220,3.5,322.1,28.6,23.2,110.4,60.3,1.67,0.05,35,MODERATE,NORMAL
TN-SLM-634292-526,Salem,Thalaivasal,634292,Deviakkurichi,FULL,227822,Deviyakurichi(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.56541,78.71989,184,7.5,360.4,37.5,0.4,22.4,39.8,0.98,-0.02,12,LOW,NORMAL
TN-SLM-634357-527,Salem,Thalaivasal,634357,East Rajapalayam,FULL,227823,East Rajapalayam(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.57801,78.71363,166,4.8,592.2,43.7,1.8,32.6,36.5,0.9,0.02,13,LOW,NORMAL
TN-SLM-634315-528,Salem,Thalaivasal,634315,Govindampalayam,FULL,227824,Govindampalayam(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.60079,78.7326,249,6.0,563.8,13.3,29.6,105.0,67.4,1.41,0.09,40,MODERATE,NORMAL
TN-SLM-634332-529,Salem,Thalaivasal,634332,Iluppanatham,FULL,227825,Iluppanatham(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.54798,78.7685,222,5.5,544.6,46.9,23.5,105.8,70.1,1.64,0.11,44,ELEVATED,MONITORING
TN-SLM-634303-530,Salem,Thalaivasal,634303,Kamakkapalayam,FULL,227826,Kamakkapalayam(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.61163,78.73208,265,8.7,611.6,18.1,2.4,30.9,30.1,0.56,0.01,10,LOW,NORMAL
TN-SLM-634266-531,Salem,Thalaivasal,634266,Kattukkottai,FULL,227827,Kattukottai(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.59144,78.77693,224,9.7,137.9,13.6,4.8,28.0,50.2,0.87,-0.02,16,LOW,NORMAL
TN-SLM-634359-532,Salem,Thalaivasal,634359,Kavarpanai,FULL,227828,Kavarpanai(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.55622,78.75417,218,9.2,364.1,44.7,26.9,97.3,60.1,1.71,0.09,42,ELEVATED,MONITORING
TN-SLM-634355-533,Salem,Thalaivasal,634355,Laddivadi,FULL,227829,Lathuvadi(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.56264,78.73529,281,4.3,550.1,11.0,6.3,27.5,48.1,0.72,-0.01,13,LOW,NORMAL
TN-SLM-634302-534,Salem,Thalaivasal,634302,Mammudi,FULL,227845,Thalaivasal(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.55999,78.73295,155,5.6,184.7,16.3,3.7,24.0,32.9,1.0,-0.0,11,LOW,NORMAL
TN-SLM-951852-535,Salem,Thalaivasal,951852,Manivizhunthan North,PART,227830,Manivilundan(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.54335,78.73908,166,7.7,520.0,11.8,1.5,27.7,44.2,1.04,0.01,12,LOW,NORMAL
TN-SLM-634265-536,Salem,Thalaivasal,634265,Manivizhunthan South,FULL,227830,Manivilundan(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.61566,78.77262,188,3.5,621.5,41.5,6.8,27.8,43.4,0.78,0.03,16,LOW,NORMAL
TN-SLM-634295-537,Salem,Thalaivasal,634295,Narakkurchi,FULL,227831,Navakurichi(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.60893,78.74129,309,5.6,463.3,18.8,17.3,85.6,55.2,1.44,0.09,29,MODERATE,NORMAL
TN-SLM-634297-538,Salem,Thalaivasal,634297,Nathakkarai,FULL,227845,Thalaivasal(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.57268,78.76773,262,7.8,297.2,10.4,16.2,106.6,76.0,1.34,0.09,38,MODERATE,NORMAL
TN-SLM-634333-539,Salem,Thalaivasal,634333,Nattar Agraharam,FULL,227825,Iluppanatham(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.54324,78.77371,275,6.3,206.9,37.6,11.1,40.5,37.2,0.46,0.01,15,LOW,NORMAL
TN-SLM-634313-540,Salem,Thalaivasal,634313,Navalur,FULL,227832,Navalur(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.58774,78.76661,260,3.5,572.3,18.3,9.4,35.4,44.1,0.7,-0.02,13,LOW,NORMAL
TN-SLM-634356-541,Salem,Thalaivasal,634356,Pagudapadi,FULL,227833,Pagadapadi(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.54228,78.76017,198,9.0,427.6,29.4,15.3,88.9,62.1,1.36,0.09,34,MODERATE,NORMAL
TN-SLM-634316-542,Salem,Thalaivasal,634316,Pallipalayam,FULL,227824,Govindampalayam(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.57214,78.77363,208,4.3,201.6,18.4,11.2,45.3,50.6,1.06,0.02,20,LOW,NORMAL
TN-SLM-634294-543,Salem,Thalaivasal,634294,Pattuthurai,FULL,227834,Pattudurai(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.54611,78.72003,142,10.2,177.9,6.5,11.0,39.6,29.6,0.56,0.0,12,LOW,NORMAL
TN-SLM-634298-544,Salem,Thalaivasal,634298,Periyeri,FULL,227835,Periyeri(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.59106,78.73924,183,9.0,73.5,44.4,6.2,31.7,38.7,0.83,-0.02,16,LOW,NORMAL
TN-SLM-634358-545,Salem,Thalaivasal,634358,Pinnanur,FULL,227828,Kavarpanai(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.58766,78.78907,267,9.8,157.8,16.1,15.5,84.2,75.4,1.47,0.07,39,MODERATE,NORMAL
TN-SLM-634330-546,Salem,Thalaivasal,634330,Puliamkurichi,FULL,227836,Puliyankurichi(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.58456,78.72293,189,4.7,220.1,17.7,29.3,99.4,55.4,1.24,0.05,33,MODERATE,NORMAL
TN-SLM-634312-547,Salem,Thalaivasal,634312,Punavasal,FULL,227837,Punalvasal(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.5993,78.77484,151,6.1,470.3,34.9,2.7,32.0,29.5,0.72,-0.02,11,LOW,NORMAL
TN-SLM-634296-548,Salem,Thalaivasal,634296,Puthur,FULL,227838,Puthur(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.57799,78.76995,271,10.1,583.5,29.0,24.8,96.2,66.8,1.24,0.05,39,MODERATE,NORMAL
TN-SLM-634290-549,Salem,Thalaivasal,634290,Sadasivapuram,FULL,227839,Sadasivapuram(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.58743,78.72526,137,9.3,168.0,37.4,16.9,87.0,74.6,1.4,0.05,41,ELEVATED,MONITORING
TN-SLM-634291-550,Salem,Thalaivasal,634291,Sarvoy,PART,227840,Sarvoy(Gram Panchayat)-Thalaivasal(Panchayat Samiti)-Salem(Zila Panchayat),11.61096,78.75141,139,6.5,360.6,35.4,15.7,91.5,74.6,1.75,0.1,42,ELEVATED,MONITORING
